obs_id,pred_proba
913542,0.17713228
913543,0.17713228
913544,0.17713228
913553,0.0674315
913554,0.17713228
913555,0.17713228
913556,0.17713228
913564,0.066970676
913565,0.048284784
913822,0.070995286
913823,0.060165334
913824,0.14845487
913825,0.14845487
913826,0.14845487
913827,0.14845487
913828,0.06682895
913829,0.16190863
913830,0.16190863
913831,0.16190863
913832,0.16190863
913833,0.16190863
913834,0.16190863
913835,0.16190863
913843,0.06682895
913863,0.063411795
914051,0.07006989
914052,0.14247209
914053,0.14247209
914054,0.14247209
914055,0.14247209
914056,0.14247209
914057,0.14247209
914063,0.06139521
914064,0.14518975
914065,0.14518975
914066,0.14518975
914067,0.14518975
914068,0.14518975
914069,0.05879972
914242,0.041471552
914315,0.056453757
914316,0.113850996
914359,0.051271062
914530,0.048085134
914531,0.12503967
914534,0.04881006
914535,0.12503967
914536,0.12503967
914537,0.12503967
914538,0.12503967
914539,0.12503967
914540,0.12503967
914541,0.12503967
914542,0.12503967
914543,0.12503967
914544,0.12503967
914551,0.04881006
914552,0.12503967
914860,0.038614593
914861,0.09298298
914862,0.09298298
914863,0.09298298
914864,0.09298298
914865,0.09298298
914866,0.09298298
914885,0.031498253
914886,0.09298298
914887,0.09298298
914888,0.09298298
914889,0.09298298
914890,0.09298298
914891,0.09298298
914892,0.09298298
914915,0.027055146
914916,0.08024266
914917,0.08024266
914918,0.08024266
914919,0.08024266
914920,0.08024266
914921,0.09566029
914922,0.09566029
914923,0.09566029
914937,0.032615844
914938,0.09566029
914939,0.09566029
914940,0.09566029
914941,0.09566029
914942,0.09566029
914943,0.09566029
914944,0.09566029
914945,0.09566029
914946,0.09566029
914947,0.09566029
914948,0.09566029
914959,0.032615844
914988,0.042920258
915002,0.053889308
915003,0.15038943
915068,0.06428297
915069,0.121811554
915076,0.045704905
915080,0.045704905
915129,0.11896626
915151,0.098012954
915171,0.07461617
915172,0.16758041
915173,0.16758041
915174,0.16758041
915175,0.17521761
915176,0.17521761
915177,0.17521761
915178,0.17521761
915179,0.17521761
915180,0.17521761
915181,0.17521761
915182,0.17521761
915183,0.17521761
915198,0.07841579
915199,0.17521761
915200,0.17521761
915201,0.17521761
915202,0.17521761
915216,0.07841579
915217,0.17521761
915230,0.04039919
915231,0.11948868
915232,0.11948868
915233,0.11948868
915234,0.11948868
915235,0.11948868
915236,0.11948868
915237,0.11948868
915248,0.04039919
915249,0.11948868
915250,0.11948868
915251,0.11948868
915252,0.11948868
915253,0.11948868
915254,0.11948868
915255,0.11948868
915272,0.04039919
915273,0.11948868
915274,0.11948868
915275,0.11948868
915276,0.11948868
915277,0.11948868
915278,0.11948868
915279,0.11948868
915286,0.038195945
915706,0.004760712
915716,0.0105064325
915717,0.018560752
915718,0.018560752
915772,0.05149802
915773,0.14765061
915774,0.14765061
915789,0.05129983
915790,0.14765061
915817,0.057135902
915834,0.057135902
915848,0.057135902
915849,0.15339832
915850,0.15339832
915851,0.15339832
915852,0.15339832
915853,0.15339832
915854,0.15339832
915855,0.15339832
915856,0.15339832
915857,0.15339832
915858,0.15339832
915859,0.15339832
915860,0.15339832
915861,0.15339832
915862,0.15339832
915863,0.15339832
915864,0.15339832
915865,0.15339832
915866,0.15339832
915867,0.15339832
915868,0.15339832
915873,0.055541594
915874,0.15045163
915875,0.15045163
915876,0.15045163
915885,0.055541594
915886,0.15045163
915897,0.055541594
916054,0.02516086
916068,0.01577055
916069,0.02192113
916070,0.02192113
916071,0.02192113
916081,0.031800006
916082,0.053679604
916083,0.053679604
916084,0.031800006
916085,0.053679604
916086,0.053679604
916087,0.053679604
916088,0.053679604
916092,0.039693985
916093,0.05554007
916094,0.05554007
916095,0.0472691
916096,0.08326459
916097,0.08326459
916098,0.08326459
916099,0.0472691
916299,0.064387254
916305,0.0632224
916306,0.16730408
916307,0.16730408
916308,0.16730408
916309,0.16730408
916310,0.16730408
916311,0.16730408
916312,0.16730408
916316,0.0632224
916317,0.16730408
916318,0.16730408
916319,0.16730408
916324,0.0632224
916325,0.16730408
916326,0.16730408
916327,0.16730408
916328,0.16730408
916335,0.06278841
916336,0.16727164
916337,0.16727164
916338,0.19948347
916339,0.16727164
916340,0.16727164
916341,0.16727164
916342,0.06278841
916343,0.16727164
916344,0.16727164
916345,0.16727164
916409,0.04345747
916542,0.10162866
916543,0.22420909
916544,0.22420909
916545,0.22420909
916546,0.11122044
916547,0.22420909
916548,0.22420909
916549,0.22420909
916550,0.22420909
916551,0.22420909
916552,0.22420909
916553,0.22420909
916554,0.05099956
916555,0.13910042
916556,0.13910042
916557,0.13910042
916558,0.13910042
916559,0.13910042
916560,0.13910042
916561,0.13910042
916562,0.05099956
916563,0.13910042
916564,0.13910042
916565,0.13910042
916566,0.13910042
916567,0.13910042
916568,0.13910042
916569,0.13910042
916570,0.05099956
916571,0.13910042
916572,0.13910042
916573,0.13910042
916574,0.13910042
916585,0.058990557
916586,0.1446469
916587,0.1446469
916598,0.058990557
916599,0.1446469
916600,0.1446469
916601,0.1446469
916602,0.1446469
916603,0.1446469
916608,0.058990557
916609,0.1446469
916610,0.1446469
916611,0.1446469
916612,0.1446469
916613,0.066137195
916614,0.15936002
916615,0.15936002
916616,0.15936002
916617,0.15936002
916618,0.15936002
916624,0.066137195
916808,0.07702183
917436,0.073808454
917437,0.12677127
917438,0.12677127
917439,0.12677127
917440,0.12677127
917441,0.12677127
917442,0.05131435
917443,0.13091673
917444,0.13091673
917445,0.13091673
917446,0.13091673
917447,0.13091673
917448,0.13091673
917449,0.13091673
917455,0.02398014
917521,0.049192186
917734,0.045575872
918792,0.035449874
918793,0.18773699
918794,0.18773699
918795,0.18773699
918796,0.18773699
918797,0.18773699
918798,0.18773699
918799,0.18773699
918800,0.18773699
918801,0.18773699
918802,0.18773699
918803,0.18773699
918804,0.18773699
918805,0.18773699
918806,0.18773699
918807,0.18773699
918808,0.18773699
918816,0.043306828
918817,0.12859319
918818,0.12859319
918823,0.043306828
918824,0.12859319
918826,0.043306828
918827,0.046736278
918828,0.13534676
918829,0.13534676
918830,0.13534676
918831,0.13534676
918832,0.13534676
918833,0.13534676
918834,0.13534676
918835,0.13534676
918836,0.045306247
918970,0.016955297
918971,0.02192113
918972,0.02192113
918982,0.01577055
918983,0.02192113
918984,0.02192113
918997,0.01577055
918998,0.02192113
918999,0.02192113
919000,0.02192113
919001,0.02192113
919008,0.031800006
919009,0.053679604
919010,0.053679604
919038,0.044560716
919039,0.05554007
919343,0.05446783
919344,0.13022697
919345,0.13022697
919346,0.13022697
919347,0.13022697
919348,0.13022697
919349,0.13022697
919361,0.044095274
919863,0.054776814
919864,0.1446469
919865,0.1446469
919874,0.066137195
919959,0.011991799
920131,0.020058474
920132,0.024427533
920149,0.016562082
920150,0.024427533
920151,0.024427533
920152,0.024427533
920162,0.016562082
920163,0.024427533
920205,0.06212594
920206,0.13469729
920207,0.13469729
920208,0.13469729
920209,0.023829974
920210,0.13469729
920214,0.05774689
920215,0.1372904
920216,0.1372904
920217,0.1372904
920218,0.1372904
920219,0.1372904
920220,0.1372904
920227,0.05774689
920228,0.1372904
920229,0.1372904
920230,0.1372904
920231,0.1372904
920236,0.05774689
920392,0.06607876
920393,0.10421578
920400,0.03639172
920401,0.10421578
920402,0.10421578
920403,0.10421578
920404,0.10421578
920428,0.037180338
920445,0.041017246
920446,0.10571984
920447,0.10571984
920448,0.10571984
920449,0.10571984
920450,0.10571984
920451,0.10571984
920452,0.10571984
920453,0.10571984
920462,0.041017246
920463,0.10571984
920464,0.10571984
920465,0.10571984
920466,0.10571984
920467,0.10571984
920468,0.10571984
920472,0.050856765
920473,0.12812395
920474,0.12812395
920475,0.12812395
920476,0.12812395
920477,0.12812395
920478,0.12812395
920484,0.050856765
920532,0.04540569
920731,0.05553368
920732,0.10744237
920733,0.10744237
920734,0.10744237
920735,0.10744237
920736,0.10744237
920737,0.10744237
920738,0.10744237
920739,0.10744237
920740,0.10744237
920749,0.045645647
920750,0.10744237
920751,0.10744237
920869,0.06361727
920870,0.12423399
920881,0.059819724
920920,0.044994924
920921,0.11818771
920922,0.11818771
920929,0.04552311
920930,0.11818771
920931,0.11818771
920932,0.11818771
920933,0.04223616
921011,0.04838011
921012,0.13091673
921013,0.13091673
921014,0.13091673
921028,0.05131435
921029,0.13091673
921030,0.13091673
921031,0.13091673
921032,0.13091673
921033,0.13091673
921034,0.13091673
921044,0.02398014
921045,0.038827818
921046,0.038827818
921047,0.038827818
921048,0.038827818
921077,0.018650236
921078,0.038827818
921079,0.038827818
921327,0.04272786
921506,0.008682144
921507,0.018250154
921508,0.018250154
921509,0.018250154
921510,0.008618053
921511,0.018250154
921512,0.018250154
921540,0.04317438
921541,0.12664434
921542,0.12664434
921543,0.12664434
921544,0.12664434
921545,0.12664434
921546,0.12664434
921547,0.12664434
921548,0.12664434
921549,0.12664434
921550,0.12664434
921551,0.041734453
921552,0.12664434
921553,0.12664434
921554,0.12664434
921555,0.051083624
921731,0.05665551
921739,0.045451097
921740,0.046950225
921741,0.11042365
921742,0.11042365
921743,0.11042365
921744,0.11042365
921747,0.05192705
921748,0.11613827
921749,0.11613827
921750,0.11613827
921754,0.05192705
921755,0.11613827
921756,0.11613827
921757,0.11613827
921760,0.05192705
921761,0.11613827
921762,0.11613827
921763,0.11613827
921769,0.076096565
921770,0.15330404
921782,0.12268604
922020,0.06319596
922021,0.14418466
922022,0.14953075
922023,0.14953075
922024,0.14953075
922025,0.14953075
922026,0.14953075
922027,0.14953075
922030,0.05615835
922031,0.14953075
922032,0.14953075
922033,0.14953075
922034,0.14953075
922035,0.05615835
922036,0.14953075
922037,0.14953075
922038,0.14953075
922039,0.14953075
922040,0.14953075
922041,0.14953075
922042,0.14953075
922043,0.053848445
922044,0.14484563
922045,0.14484563
922046,0.14484563
922047,0.14484563
922048,0.053848445
922049,0.14484563
922050,0.14484563
922051,0.14484563
922052,0.14484563
922053,0.14484563
922054,0.14484563
922059,0.053848445
922063,0.043191087
922064,0.11416862
922065,0.11416862
922066,0.11416862
922067,0.11416862
922068,0.11416862
922069,0.11416862
922070,0.11416862
922071,0.11416862
922072,0.11416862
922073,0.043191087
922074,0.11416862
922075,0.11416862
922076,0.043191087
922312,0.11726454
922323,0.10130127
922324,0.20795898
922325,0.20795898
922326,0.20795898
922327,0.20795898
922328,0.20795898
922329,0.20795898
922330,0.20795898
922331,0.20795898
922332,0.20795898
922333,0.20795898
922334,0.20795898
922335,0.20795898
922336,0.21648175
922342,0.10905016
922343,0.22138101
922344,0.22138101
922345,0.22138101
922346,0.22138101
922347,0.22138101
922348,0.22138101
922349,0.22138101
922350,0.22138101
922351,0.22138101
922352,0.22138101
922405,0.10104571
922406,0.21461666
922407,0.21461666
922408,0.10970487
922409,0.21461666
922410,0.21461666
922411,0.21461666
922412,0.21461666
922413,0.21461666
922414,0.21461666
922415,0.21461666
922416,0.21461666
922417,0.21461666
922418,0.21461666
922419,0.21461666
922420,0.21461666
922421,0.21461666
922422,0.21461666
922423,0.21461666
922424,0.21461666
922425,0.21461666
922426,0.21461666
922427,0.21461666
922432,0.10970487
922433,0.21461666
922434,0.21461666
922435,0.21461666
922436,0.21461666
922437,0.21461666
922438,0.21461666
922439,0.21461666
922440,0.21461666
922441,0.21461666
922442,0.21461666
922443,0.21461666
922444,0.21461666
922445,0.21461666
922446,0.21461666
922447,0.21461666
922448,0.21461666
922449,0.21461666
922450,0.21461666
922584,0.063178584
922709,0.06425599
924199,0.038760297
924208,0.08299654
924209,0.1874316
924210,0.1874316
924211,0.1874316
924212,0.1874316
924213,0.1874316
924214,0.1874316
924215,0.1874316
924216,0.1874316
924217,0.1874316
924218,0.1874316
924219,0.1874316
924220,0.1874316
924221,0.1874316
924222,0.1874316
924223,0.17568758
924224,0.17568758
924225,0.17568758
924226,0.17568758
924227,0.17568758
924228,0.17568758
924229,0.17568758
924230,0.17568758
924231,0.17568758
924232,0.17568758
924233,0.17568758
924234,0.17568758
924235,0.17568758
924236,0.17568758
924237,0.17568758
924238,0.17568758
924239,0.17568758
924240,0.17568758
924241,0.17568758
924242,0.17568758
924243,0.17568758
924255,0.07717468
924266,0.0283954
924267,0.083073854
924268,0.083073854
924269,0.083073854
924300,0.0283954
924301,0.083073854
924302,0.083073854
924303,0.083073854
924304,0.083073854
924305,0.083073854
924387,0.04097869
924388,0.13935842
924389,0.13935842
924390,0.13935842
924391,0.13935842
924392,0.13935842
924393,0.13935842
924394,0.13935842
924396,0.042943254
924401,0.042943254
924406,0.042943254
924416,0.032888733
924427,0.04582924
924428,0.10889459
924429,0.10889459
924430,0.10889459
924431,0.10889459
924532,0.038634922
924564,0.070482925
924565,0.13541706
924566,0.13541706
924573,0.050087936
924574,0.13541706
924575,0.13541706
924576,0.13541706
924577,0.13541706
924590,0.050087936
924596,0.045849968
924597,0.12568894
924598,0.12568894
924599,0.12568894
924600,0.12568894
924601,0.12568894
924602,0.12568894
924603,0.12568894
924604,0.12568894
924605,0.12568894
924610,0.045849968
924611,0.12568894
924612,0.12568894
924613,0.12568894
924614,0.12568894
924796,0.10866115
924797,0.14056261
924798,0.14056261
924799,0.14056261
924800,0.14056261
924801,0.14056261
924808,0.062848724
924809,0.14056261
924810,0.14056261
924811,0.14056261
924817,0.062848724
924818,0.14056261
924942,0.04273509
924987,0.07009401
924988,0.14797771
924989,0.14797771
924990,0.14797771
924991,0.14797771
924992,0.055467803
924993,0.14797771
924994,0.055467803
924995,0.05190174
924996,0.14019743
924997,0.14019743
924998,0.14019743
924999,0.14019743
925000,0.14019743
925001,0.14019743
925002,0.05190174
925003,0.14019743
925004,0.14019743
925005,0.14019743
925140,0.042236418
925141,0.0498141
925151,0.02799405
925152,0.047223255
925173,0.051548537
925252,0.05659122
925285,0.04459662
925286,0.1187426
925287,0.1187426
925288,0.1187426
925289,0.1187426
925290,0.05121944
925291,0.1187426
925292,0.1187426
925321,0.055961706
925339,0.046583552
925340,0.10292836
925341,0.10292836
925342,0.10292836
925343,0.10292836
925346,0.05527261
925347,0.122630015
925348,0.122630015
925349,0.122630015
925350,0.122630015
925355,0.05527261
925356,0.122630015
925357,0.122630015
925358,0.122630015
925359,0.122630015
925360,0.122630015
925361,0.05527261
925362,0.122630015
925363,0.122630015
925364,0.122630015
925365,0.122630015
925366,0.122630015
925371,0.053551115
925372,0.12502438
925373,0.12502438
925374,0.12502438
925375,0.12502438
925376,0.12502438
925616,0.10202426
925619,0.05688092
925620,0.13264158
925621,0.13264158
925622,0.03605565
925623,0.08270073
925624,0.08270073
925625,0.03605565
925626,0.08270073
925627,0.08270073
925628,0.08270073
925629,0.08270073
925630,0.08270073
925631,0.08270073
925632,0.010580407
925669,0.055482045
925709,0.050106417
925710,0.09781607
925711,0.09781607
925713,0.043144617
925714,0.09781607
925715,0.09781607
925716,0.09781607
925717,0.09781607
925718,0.043144617
925760,0.05868306
925761,0.110673316
925762,0.110673316
925763,0.110673316
925764,0.110673316
925765,0.110673316
925766,0.110673316
925767,0.110673316
925768,0.110673316
925769,0.110673316
925770,0.110673316
925779,0.053284388
925780,0.110673316
925781,0.110673316
925782,0.110673316
925783,0.110673316
925784,0.110673316
925798,0.073632985
925921,0.096951135
925922,0.107568115
925923,0.107568115
925924,0.107568115
925925,0.107568115
925932,0.041464128
925933,0.107568115
925939,0.031438246
925940,0.0750547
925941,0.0750547
925942,0.0750547
925951,0.030375756
925952,0.0750547
925993,0.013901791
925994,0.014209788
925995,0.024797214
925996,0.024797214
925997,0.024797214
925998,0.024797214
926174,0.023016008
926175,0.075229034
926176,0.075229034
926177,0.075229034
926178,0.075229034
926180,0.027418483
926181,0.075229034
926182,0.075229034
926183,0.075229034
926184,0.075229034
926185,0.075229034
926186,0.075229034
926187,0.075229034
926188,0.075229034
926189,0.075229034
926190,0.075229034
926191,0.075229034
926192,0.03291163
926193,0.08879052
926194,0.08879052
926195,0.08879052
926196,0.08879052
926197,0.08879052
926198,0.08879052
926199,0.08879052
926200,0.03291163
926201,0.08879052
926202,0.08879052
926203,0.08879052
926204,0.08879052
926205,0.08879052
926206,0.08879052
926207,0.08879052
926208,0.08879052
926209,0.08879052
926210,0.03291163
926650,0.026094154
926651,0.06489363
926696,0.034881696
926697,0.121222645
926698,0.121222645
926699,0.121222645
926700,0.121222645
926706,0.043340575
926707,0.121222645
926708,0.121222645
926709,0.1253037
926710,0.1253037
926722,0.04493374
926723,0.1253037
926741,0.061389435
926742,0.1567425
926764,0.061389435
926765,0.1567425
926766,0.1567425
926884,0.07167209
926887,0.050951682
926888,0.118375145
926889,0.118375145
926890,0.118375145
926891,0.118375145
926896,0.050951682
926897,0.118375145
926903,0.07235295
927011,0.15505746
927012,0.25528857
927101,0.070489965
927102,0.13246375
927103,0.13246375
927360,0.094517015
927427,0.08251543
927428,0.10958367
927429,0.10958367
927430,0.10958367
927431,0.10958367
927432,0.10958367
927437,0.03915405
927438,0.103322335
927439,0.103322335
927440,0.103322335
927441,0.103322335
927442,0.103322335
927443,0.103322335
927444,0.103322335
927445,0.103322335
927446,0.103322335
927447,0.103322335
927453,0.03915405
927454,0.103322335
927455,0.103322335
927473,0.050264202
927488,0.059960876
927489,0.12548876
927490,0.12548876
927502,0.056634642
927503,0.12548876
927504,0.12548876
927521,0.081115
929213,0.05077963
929214,0.036006834
929215,0.09536958
929216,0.09536958
929217,0.09536958
929218,0.09536958
929219,0.09536958
929220,0.036006834
929221,0.09536958
929222,0.02345778
930073,0.14886609
930074,0.12113409
930075,0.12113409
930076,0.12113409
930786,0.12381487
931064,0.053453535
931243,0.034484748
931244,0.07977028
931245,0.031798463
931246,0.07977028
931247,0.07977028
931248,0.07977028
931263,0.03614168
931302,0.04035652
931322,0.13512105
931323,0.16398896
931324,0.16398896
931332,0.08493886
931333,0.16398896
931334,0.16398896
931335,0.16398896
931336,0.16398896
931337,0.16398896
931338,0.16398896
931339,0.16398896
931340,0.16398896
931341,0.16398896
931342,0.16398896
931417,0.1792382
932006,0.048174758
932007,0.038560092
932008,0.036555406
932009,0.100605376
932010,0.036555406
932011,0.100605376
932542,0.032608733
932798,0.054755434
932799,0.12966758
932800,0.12966758
932801,0.12966758
932929,0.041130785
932930,0.02648324
932931,0.08231481
932932,0.08231481
932933,0.08231481
932934,0.08231481
932935,0.08231481
932936,0.08231481
932937,0.08231481
932938,0.08231481
932939,0.021133052
932940,0.10147772
932941,0.068911955
932942,0.10147772
932943,0.10147772
932944,0.068911955
932945,0.10147772
932946,0.02115552
933323,0.08375023
933360,0.10934405
933361,0.17518064
933795,0.05353467
934110,0.10290296
934224,0.025825297
934225,0.02558046
934226,0.02558046
934227,0.02558046
934228,0.02558046
934238,0.01778004
934239,0.016826862
934240,0.016826862
934241,0.016826862
934242,0.016826862
934248,0.012519128
934249,0.016826862
934250,0.016826862
934251,0.023213541
934252,0.023213541
934436,0.16191766
934437,0.20157106
934438,0.20157106
934439,0.03244316
934440,0.096493006
934441,0.096493006
934442,0.096493006
934443,0.096493006
934444,0.096493006
934445,0.096493006
934446,0.096493006
934447,0.096493006
934448,0.096493006
934449,0.096493006
934450,0.096493006
934452,0.06683136
934453,0.11623383
934454,0.19785318
934455,0.05790274
934456,0.13935043
934457,0.13935043
934458,0.13935043
934459,0.13935043
934460,0.05790274
934461,0.13935043
934462,0.13935043
934463,0.13935043
934464,0.13935043
934465,0.13935043
934466,0.13935043
934467,0.16674921
934468,0.13935043
934469,0.16674921
934470,0.16674921
934471,0.16674921
934472,0.16674921
934473,0.16674921
934474,0.16674921
934475,0.13935043
934476,0.13935043
934477,0.13935043
934478,0.13935043
934479,0.13935043
934480,0.13935043
934481,0.13935043
934482,0.13935043
934483,0.13935043
934484,0.13935043
934485,0.13935043
934486,0.13935043
934487,0.16674921
934488,0.16674921
934489,0.16674921
934490,0.13935043
934491,0.13935043
934492,0.13935043
934493,0.067469545
934494,0.16674921
934495,0.16674921
934496,0.16674921
934497,0.16674921
934498,0.16674921
934499,0.16674921
934500,0.16674921
934501,0.16674921
934502,0.16674921
934503,0.16674921
934504,0.16674921
934505,0.16674921
934506,0.16674921
934507,0.16674921
934508,0.16674921
934509,0.16674921
934510,0.16674921
934511,0.16674921
934512,0.16674921
934513,0.16674921
934514,0.16674921
934515,0.16674921
934516,0.16674921
934517,0.16674921
934518,0.16674921
934519,0.16674921
934520,0.16674921
934521,0.16674921
934522,0.16674921
934523,0.16674921
934524,0.16674921
934525,0.16674921
934526,0.16674921
934527,0.16674921
934528,0.16674921
934529,0.16674921
934530,0.16674921
934531,0.16674921
934532,0.16674921
934533,0.16674921
934534,0.16674921
934535,0.16674921
934536,0.16674921
934537,0.16674921
934538,0.16674921
934550,0.04915892
934658,0.08146099
934659,0.14042059
934660,0.14042059
934665,0.069934115
934666,0.14350815
934667,0.14350815
934668,0.14350815
934669,0.14350815
934670,0.14350815
934671,0.14350815
934675,0.058740266
934680,0.058740266
934763,0.11653637
934764,0.16868141
934765,0.16868141
934766,0.16868141
934767,0.19967277
934768,0.16868141
934769,0.16868141
934770,0.16868141
934771,0.16868141
934773,0.068329625
934774,0.16868141
934775,0.16868141
934776,0.16868141
934777,0.16868141
934778,0.16868141
934845,0.10707554
934942,0.1636184
934943,0.2041127
934944,0.2041127
934945,0.2041127
934946,0.2041127
934983,0.13340509
935022,0.09529288
935023,0.242587
935024,0.242587
935025,0.242587
935026,0.242587
935027,0.1718593
935028,0.242587
935029,0.242587
935030,0.242587
935031,0.242587
935055,0.10025021
935056,0.26169983
935057,0.26169983
935058,0.26169983
935059,0.26169983
935060,0.26169983
935061,0.26169983
935062,0.26169983
935164,0.05776043
935165,0.1136777
935166,0.1136777
935167,0.1136777
935168,0.1136777
935169,0.1136777
935170,0.1136777
935171,0.1136777
935172,0.112817146
935173,0.112817146
935174,0.112817146
935175,0.112817146
935176,0.112817146
935177,0.112817146
935178,0.112817146
935179,0.112817146
935180,0.112817146
935181,0.112817146
935182,0.112817146
935183,0.112817146
935184,0.112817146
935185,0.112817146
935186,0.112817146
935187,0.112817146
935188,0.112817146
935189,0.112817146
935190,0.16023143
935191,0.16023143
935192,0.112817146
935193,0.112817146
935194,0.112817146
935195,0.112817146
935196,0.112817146
935197,0.112817146
935198,0.112817146
935199,0.112817146
935200,0.112817146
935201,0.112817146
935202,0.112817146
935203,0.112817146
935204,0.112817146
935205,0.112817146
935206,0.112817146
935207,0.112817146
935208,0.112817146
935209,0.112817146
935210,0.112817146
935211,0.112817146
935212,0.112817146
935221,0.04235669
935222,0.112817146
935223,0.112817146
935224,0.112817146
935225,0.112817146
935226,0.112817146
935227,0.112817146
935228,0.112817146
935229,0.112817146
935230,0.112817146
935231,0.112817146
935238,0.057984132
935240,0.07080434
935268,0.07843769
935526,0.1100299
935527,0.22863908
935528,0.22863908
935548,0.07454841
935549,0.17700408
935550,0.22245313
935551,0.22245313
935556,0.09286231
935557,0.17700408
935558,0.17700408
935559,0.17700408
935560,0.17700408
935561,0.17700408
935562,0.17700408
