obs_id,pred_proba
914890,0.09735628
914891,0.09544856
914892,0.09496292
914915,0.11253537
914916,0.09063667
914917,0.077616714
914918,0.07654224
914919,0.07654224
914920,0.07634584
914921,0.07634584
914922,0.07386948
914923,0.0727429
914937,0.08337073
914938,0.07236888
914939,0.070085965
914940,0.070085965
914941,0.068407394
914942,0.06768296
914943,0.067527086
914944,0.067527086
914945,0.067439966
914946,0.066787876
914947,0.066787876
914948,0.066787876
914959,0.07035038
914988,0.14870833
915002,0.12798825
915003,0.12760244
915068,0.19911048
915069,0.10225318
915076,0.11345082
915080,0.10086201
915129,0.38500717
915151,0.40255803
915171,0.37109816
915172,0.22621144
915173,0.2613214
915174,0.24329096
915175,0.18595575
915176,0.20404889
915177,0.18412429
915178,0.16571346
915179,0.13332446
915180,0.121947266
915181,0.108261965
915182,0.10029089
915183,0.07996484
915198,0.18798916
915199,0.12508035
915200,0.068582565
915201,0.114611395
915202,0.10093027
915216,0.098057725
915217,0.07794076
915230,0.09616362
915231,0.07610344
915232,0.07610344
915233,0.07596761
915234,0.07563392
915235,0.07563392
915236,0.07563392
915237,0.07563392
915248,0.085187465
915249,0.06895784
915250,0.06895784
915251,0.06895784
915252,0.06895784
915253,0.06848704
915254,0.067777984
915255,0.06774189
915272,0.0786439
915273,0.06531187
915274,0.06489428
915275,0.064707085
915276,0.062911116
915277,0.062911116
915278,0.062911116
915279,0.062911116
915286,0.06462293
915706,0.16399518
915716,0.1358876
915717,0.12902147
915718,0.1198093
915772,0.19544676
915773,0.16175565
915774,0.15516569
915789,0.18803278
915790,0.1333751
915817,0.17983721
915834,0.26984066
915848,0.25892207
915849,0.1270138
915850,0.12367237
915851,0.12276371
915852,0.1162187
915853,0.10366266
915854,0.10252669
915855,0.102009095
915856,0.102009095
915857,0.102009095
915858,0.08740506
915859,0.086207755
915860,0.086207755
915861,0.08598886
915862,0.08598886
915863,0.08299854
915864,0.08174502
915865,0.11312874
915866,0.11087056
915867,0.10786723
915868,0.07905072
915873,0.08860227
915874,0.0769234
915875,0.07824466
915876,0.07824466
915885,0.0884592
915886,0.07824466
915897,0.0884592
916054,0.19284701
916068,0.13699795
916069,0.11256976
916070,0.10260916
916071,0.09682818
916081,0.10167321
916082,0.08629356
916083,0.08118517
916084,0.12485197
916085,0.06834534
916086,0.0863362
916087,0.05913388
916088,0.06436428
916092,0.13611887
916093,0.11229169
916094,0.107334614
916095,0.10490572
916096,0.099100955
916097,0.0944152
916098,0.08978724
916099,0.07509668
916299,0.3765682
916305,0.24119972
916306,0.17497973
916307,0.16422807
916308,0.15606861
916309,0.14914742
916310,0.1388879
916311,0.2718005
916312,0.11668111
916316,0.20601092
916317,0.113144144
916318,0.15915217
916319,0.14233711
916324,0.16955997
916325,0.14016317
916326,0.14016317
916327,0.14016317
916328,0.11915594
916335,0.13061495
916336,0.11151718
916337,0.11124183
916338,0.12397544
916339,0.10747658
916340,0.105896056
916341,0.105896056
916342,0.11524756
916343,0.09981806
916344,0.09981806
916345,0.08843792
916409,0.024422396
916542,0.21353513
916543,0.16061835
916544,0.15252343
916545,0.13783108
916546,0.17385916
916547,0.12623812
916548,0.117141254
916549,0.11246761
916550,0.099073134
916551,0.09612382
916552,0.095395565
916553,0.08849576
916554,0.10631874
916555,0.081788
916556,0.079013996
916557,0.079013996
916558,0.079013996
916559,0.06776866
916560,0.06682064
916561,0.06682064
916562,0.0837736
916563,0.06656332
916564,0.06447896
916565,0.063835725
916566,0.063835725
916567,0.063720286
916568,0.063436694
916569,0.122248076
916570,0.077842034
916571,0.063436694
916572,0.13101473
916573,0.063436694
916574,0.063436694
916585,0.07559842
916586,0.06158055
916587,0.061156806
916598,0.124904156
916599,0.12038063
916600,0.10445069
916601,0.060196206
916602,0.060196206
916603,0.060089894
916608,0.06944642
916609,0.14873447
916610,0.07263467
916611,0.101466715
916612,0.10556304
916613,0.115006424
916614,0.06482835
916615,0.057452172
916616,0.08976939
916617,0.054365087
916618,0.1253933
916624,0.11126492
916808,0.016951546
917436,0.26584652
917437,0.22610822
917438,0.18279245
917439,0.19683109
917440,0.18815808
917441,0.14743413
917442,0.15134925
917443,0.1760474
917444,0.15442316
917445,0.14576861
917446,0.14435028
917447,0.13599491
917448,0.119988896
917449,0.088453785
917455,0.03463978
917521,0.028916022
917734,0.018109847
918792,0.22935376
918793,0.17934911
918794,0.1705019
918795,0.15754645
918796,0.26093322
918797,0.2798157
918798,0.13231778
918799,0.22850244
918800,0.11102606
918801,0.07882279
918802,0.10695747
918803,0.09916881
918804,0.087784275
918805,0.08591517
918806,0.085473455
918807,0.085473455
918808,0.085473455
918816,0.11706283
918817,0.0755298
918818,0.07410243
918823,0.107770726
918824,0.08694069
918826,0.09695717
918827,0.27035466
918828,0.2299713
918829,0.22052443
918830,0.19790143
918831,0.18630691
918832,0.180226
918833,0.16938923
918834,0.16005403
918835,0.12751032
918836,0.10764193
918970,0.13641277
918971,0.11267349
918972,0.1077016
918982,0.110652134
918983,0.09430089
918984,0.09025217
918997,0.093396574
918998,0.080494404
918999,0.06592592
919000,0.063893385
919001,0.063893385
919008,0.06055324
919009,0.05832495
919010,0.057690706
919038,0.061381415
919039,0.088542834
919343,0.2629584
919344,0.15181802
919345,0.19113426
919346,0.18440323
919347,0.13505791
919348,0.19947428
919349,0.17165117
919361,0.12821448
919863,0.1930736
919864,0.16424632
919865,0.13411286
919874,0.10575281
919959,0.015129528
920131,0.13117711
920132,0.11406055
920149,0.114098914
920150,0.101782605
920151,0.0982656
920152,0.093815945
920162,0.08552511
920163,0.08352984
920205,0.17519899
920206,0.1379694
920207,0.22919624
920208,0.12570646
920209,0.10830486
920210,0.11277215
920214,0.24713849
920215,0.09980518
920216,0.08776961
920217,0.13129246
920218,0.17879602
920219,0.13891162
920220,0.12633002
920227,0.14770317
920228,0.1832854
920229,0.10878668
920230,0.18740144
920231,0.123284765
920236,0.13091786
920392,0.13158149
920393,0.24181883
920400,0.23963453
920401,0.20850031
920402,0.19933416
920403,0.15310678
920404,0.17987832
920428,0.25565007
920445,0.25832537
920446,0.24861425
920447,0.16991884
920448,0.13969935
920449,0.13366291
920450,0.12479965
920451,0.11837399
920452,0.10435866
920453,0.10254355
920462,0.12788787
920463,0.09661487
920464,0.08802236
920465,0.08539897
920466,0.07752947
920467,0.07755084
920468,0.07776002
920472,0.07964417
920473,0.06375137
920474,0.06263238
920475,0.062895894
920476,0.062320333
920477,0.058914218
920478,0.057951607
920484,0.11009904
920532,0.017158493
920731,0.21286902
920732,0.09923731
920733,0.22289567
920734,0.22114564
920735,0.20070219
920736,0.14040026
920737,0.071574025
920738,0.12266193
920739,0.060376704
920740,0.10193083
920749,0.09078957
920750,0.10018627
920751,0.08455671
920869,0.10896481
920870,0.09123028
920881,0.028928999
920920,0.19950387
920921,0.24261893
920922,0.14952652
920929,0.20399557
920930,0.17311226
920931,0.1668376
920932,0.14464454
920933,0.01630839
921011,0.28514972
921012,0.23739374
921013,0.2256772
921014,0.20810027
921028,0.20392361
921029,0.18972939
921030,0.1778971
921031,0.16760868
921032,0.13377352
921033,0.13074748
921034,0.13074748
921044,0.13838418
921045,0.12023892
921046,0.11615267
921047,0.10684855
921048,0.10100616
921077,0.12211803
921078,0.13990922
921079,0.1328436
921327,0.021955222
921506,0.12372453
921507,0.106927685
921508,0.10374502
921509,0.09467578
921510,0.09047262
921511,0.08740373
921512,0.08254343
921540,0.21832176
921541,0.18982181
921542,0.1773434
921543,0.19397245
921544,0.25523767
921545,0.2395794
921546,0.18536814
921547,0.13907972
921548,0.117505185
921549,0.13903187
921550,0.13757972
921551,0.14232105
921552,0.055049226
921553,0.1159583
921554,0.052560903
921555,0.11142437
921731,0.025891906
921739,0.1360537
921740,0.1518723
921741,0.12001815
921742,0.11105692
921743,0.10594779
921744,0.10145509
921747,0.102332406
921748,0.08204512
921749,0.06721652
921750,0.06514696
921754,0.07332036
921755,0.06175112
921756,0.055489294
921757,0.054751832
921760,0.055981223
921761,0.054666325
921762,0.054666325
921763,0.046085708
921769,0.041751936
921770,0.046836644
921782,0.013718319
922020,0.3444912
922021,0.260582
922022,0.24178927
922023,0.25304738
922024,0.23894577
922025,0.22934808
922026,0.17061992
922027,0.20539163
922030,0.17731941
922031,0.13153483
922032,0.13057703
922033,0.12545764
922034,0.112029806
922035,0.19564968
922036,0.11025921
922037,0.11025921
922038,0.11025921
922039,0.09480921
922040,0.09352086
922041,0.11497711
922042,0.09328529
922043,0.11549958
922044,0.09061445
922045,0.0897355
922046,0.0897355
922047,0.089577705
922048,0.14349514
922049,0.1551855
922050,0.07312587
922051,0.055595174
922052,0.08918999
922053,0.08918999
922054,0.08918999
922059,0.112783626
922063,0.1028383
922064,0.08430468
922065,0.05185121
922066,0.084720336
922067,0.06525276
922068,0.107952036
922069,0.0626212
922070,0.13921638
922071,0.081633635
922072,0.1356523
922073,0.09682363
922074,0.0905186
922075,0.0905186
922076,0.09682363
922312,0.20163462
922323,0.20782407
922324,0.31683213
922325,0.25471175
922326,0.1337828
922327,0.12877084
922328,0.119122736
922329,0.24470897
922330,0.09966439
922331,0.09690688
922332,0.096173316
922333,0.088371195
922334,0.079055384
922335,0.07803062
922336,0.075656034
922342,0.12855048
922343,0.1078721
922344,0.09329647
922345,0.092026584
922346,0.092026584
922347,0.0917944
922348,0.0917944
922349,0.12749471
922350,0.122403994
922351,0.122403994
922352,0.085223146
922405,0.3380925
922406,0.18162718
922407,0.17361495
922408,0.32886243
922409,0.12533456
922410,0.14307639
922411,0.2621065
922412,0.16284636
922413,0.14672443
922414,0.21741991
922415,0.1278004
922416,0.10646255
922417,0.12037107
922418,0.17546424
922419,0.08687523
922420,0.073407024
922421,0.13601921
922422,0.111097194
922423,0.0905519
922424,0.07385865
922425,0.06210854
922426,0.07366859
922427,0.1292646
922432,0.115652695
922433,0.10999811
922434,0.05929487
922435,0.097863175
922436,0.0839231
922437,0.08625686
922438,0.0741425
922439,0.105855115
922440,0.08340626
922441,0.08097649
922442,0.058444187
922443,0.13359559
922444,0.10512182
922445,0.07148263
922446,0.08011971
922447,0.101858065
922448,0.05500493
922449,0.06727152
922450,0.09599923
922584,0.013329362
922709,0.031011524
924199,0.2182088
924208,0.34046194
924209,0.26227838
924210,0.22432847
924211,0.13533196
924212,0.14617622
924213,0.12139629
924214,0.1121501
924215,0.11407824
924216,0.110737145
924217,0.16098496
924218,0.0874722
924219,0.120118156
924220,0.09685645
924221,0.09322898
924222,0.10853207
924223,0.105742835
924224,0.075555846
924225,0.1200376
924226,0.11455981
924227,0.06692734
924228,0.07881466
924229,0.07638149
924230,0.09271475
924231,0.10589789
924232,0.10619127
924233,0.08786358
924234,0.10179723
924235,0.075228885
924236,0.09016784
924237,0.07758221
924238,0.070919126
924239,0.095696636
924240,0.10115587
924241,0.100047275
924242,0.06089321
924243,0.08483512
924255,0.09901945
924266,0.07355688
924267,0.06120097
924268,0.060807955
924269,0.06063178
924300,0.09640844
924301,0.090020485
924302,0.090020485
924303,0.09148074
924304,0.097468056
924305,0.0916219
924387,0.19376543
924388,0.15938587
924389,0.15180174
924390,0.13630523
924391,0.12598388
924392,0.12157768
924393,0.11239893
924394,0.10618791
924396,0.078609586
924401,0.07377935
924406,0.06667239
924416,0.13933004
924427,0.13539489
924428,0.13026604
924429,0.16312715
924430,0.15760386
924431,0.15018271
924532,0.01810486
924564,0.21864298
924565,0.18128088
924566,0.17368832
924573,0.20910184
924574,0.15399425
924575,0.14714904
924576,0.13633938
924577,0.12966427
924590,0.14500555
924596,0.15697621
924597,0.12644877
924598,0.12118192
924599,0.10815516
924600,0.107717596
924601,0.10717693
924602,0.10717693
924603,0.10717693
924604,0.08038154
924605,0.07737692
924610,0.100906506
924611,0.08887837
924612,0.08887837
924613,0.103177786
924614,0.08212381
924796,0.26339635
924797,0.22126779
924798,0.15002234
924799,0.17914973
924800,0.12772079
924801,0.122855976
924808,0.17240007
924809,0.15656309
924810,0.13004884
924811,0.12630665
924817,0.112145975
924818,0.11751206
924942,0.021852484
924987,0.21872291
924988,0.18169545
924989,0.17072415
924990,0.15859398
924991,0.14943811
924992,0.16886328
924993,0.13222395
924994,0.1494723
924995,0.15144438
924996,0.17539515
924997,0.10633372
924998,0.10252466
924999,0.09081156
925000,0.107319266
925001,0.08652799
925002,0.085501
925003,0.09850361
925004,0.11092764
925005,0.08044633
925140,0.2475967
925141,0.16134393
925151,0.07473208
925152,0.12060322
925173,0.028105818
925252,0.020119889
925285,0.14267497
925286,0.12621795
925287,0.1205919
925288,0.1097272
925289,0.10432506
925290,0.110269375
925291,0.09258221
925292,0.09799716
925321,0.022197142
925339,0.22018182
925340,0.17308243
925341,0.16495629
925342,0.15365703
925343,0.12957686
925346,0.15598454
925347,0.114452645
925348,0.10987294
925349,0.09675377
925350,0.0938663
925355,0.11357973
925356,0.08583022
925357,0.07633544
925358,0.075248905
925359,0.085261345
925360,0.08535241
925361,0.10163265
925362,0.102820106
925363,0.06392301
925364,0.11026551
925365,0.123410344
925366,0.0748182
925371,0.12225078
925372,0.07773697
925373,0.11573495
925374,0.058775567
925375,0.08816551
925376,0.06313734
925616,0.023613768
925619,0.18296972
925620,0.23830545
925621,0.15217774
925622,0.2128963
925623,0.108853616
925624,0.11939529
925625,0.07866493
925626,0.10398968
925627,0.09150074
925628,0.077183984
925629,0.062273286
925630,0.15055944
925631,0.10761244
925632,0.01139749
925669,0.017405275
925709,0.2790007
925710,0.22977807
925711,0.10428987
925713,0.09470536
925714,0.088690504
925715,0.08613802
925716,0.07939307
925717,0.07604366
925718,0.056021404
925760,0.3058559
925761,0.24822941
925762,0.2375946
925763,0.21907665
925764,0.20578161
925765,0.19620521
925766,0.18406081
925767,0.1749249
925768,0.1402634
925769,0.13627331
925770,0.13580821
925779,0.13748838
925780,0.114027314
925781,0.11260466
925782,0.10993634
925783,0.10993634
925784,0.10993634
925798,0.08227761
925921,0.2404736
925922,0.20754416
925923,0.19692044
925924,0.17492941
925925,0.16814618
925932,0.08619015
925933,0.08463762
925939,0.16066048
925940,0.17814611
925941,0.16870683
925942,0.15504341
925951,0.13580245
925952,0.14309226
925993,0.01412926
925994,0.19809116
925995,0.18232766
925996,0.17269003
925997,0.16042832
925998,0.15165196
926174,0.30252194
926175,0.1994283
926176,0.28139976
926177,0.22204503
926178,0.21184099
926180,0.24686816
926181,0.14770992
926182,0.1898019
926183,0.17357792
926184,0.16952235
926185,0.13026574
926186,0.12260686
926187,0.08703561
926188,0.12184192
926189,0.14012416
926190,0.12836416
926191,0.11855964
926192,0.12331056
926193,0.112263106
926194,0.08487959
926195,0.10445779
926196,0.07642774
926197,0.06396769
926198,0.07907578
926199,0.09971727
926200,0.12730373
926201,0.12981132
926202,0.09774302
926203,0.09548203
926204,0.08709798
926205,0.098439224
926206,0.056705073
926207,0.06782906
926208,0.084661864
926209,0.06978708
926210,0.11418471
926650,0.091483094
926651,0.05488498
926696,0.17288852
926697,0.25815192
926698,0.2513655
926699,0.21636058
926700,0.20594889
926706,0.249677
926707,0.18498941
926708,0.16660114
926709,0.13431214
926710,0.14484015
926722,0.1825455
926723,0.1311553
926741,0.13268082
926742,0.07484861
926764,0.09759649
926765,0.10182588
926766,0.095963255
926884,0.20582624
926887,0.23090051
926888,0.1593298
926889,0.14546546
926890,0.17340708
926891,0.16461053
926896,0.12275791
926897,0.13335149
926903,0.11450755
927011,0.07629061
927012,0.06326384
927101,0.10685693
927102,0.100758344
927103,0.09463964
927360,0.017291326
927427,0.19594991
927428,0.15977085
927429,0.15121765
927430,0.14095837
927431,0.1326601
927432,0.12620538
927437,0.16970052
927438,0.16571838
927439,0.13804096
927440,0.09362927
927441,0.09291797
927442,0.106558844
927443,0.07750918
927444,0.07650277
927445,0.09996472
927446,0.09996472
927447,0.07493384
927453,0.05673496
927454,0.060638893
927455,0.07065655
927473,0.023843713
927488,0.2045814
927489,0.16976637
927490,0.16224456
927502,0.14000724
927503,0.12971197
927504,0.12139294
927521,0.107647546
929213,0.23768817
929214,0.20308602
929215,0.18273854
929216,0.1613378
929217,0.15300415
929218,0.14687605
929219,0.13770773
929220,0.124009416
929221,0.103546545
929222,0.023682633
930073,0.21315204
930074,0.16237955
930075,0.15355128
930076,0.14277984
930786,0.026096381
931064,0.021914113
931243,0.18178101
931244,0.1684735
931245,0.13976586
931246,0.14626396
931247,0.14145204
931248,0.12737794
931263,0.03607124
931302,0.019605381
931322,0.25533944
931323,0.215892
931324,0.14739135
931332,0.11775042
931333,0.15551277
931334,0.14579827
931335,0.17412657
931336,0.10670618
931337,0.12791248
931338,0.12621115
931339,0.09192346
931340,0.08594116
931341,0.108881995
931342,0.08056974
931417,0.026259428
932006,0.30310008
932007,0.22371215
932008,0.21386224
932009,0.19391082
932010,0.16974127
932011,0.17841512
932542,0.027357655
932798,0.199114
932799,0.17282279
932800,0.16202933
932801,0.14916037
932929,0.28911486
932930,0.14915726
932931,0.12666547
932932,0.17291038
932933,0.16268525
932934,0.15720645
932935,0.15372756
932936,0.1324148
932937,0.113911964
932938,0.12770548
932939,0.2090277
932940,0.24871312
932941,0.16618569
932942,0.15128261
932943,0.20404649
932944,0.13413829
932945,0.13063583
932946,0.106530815
933323,0.019802632
933360,0.14881913
933361,0.119837396
933795,0.03370582
934110,0.026316207
934224,0.14769968
934225,0.118515946
934226,0.18556882
934227,0.11115803
934228,0.14872392
934238,0.110297054
934239,0.07638945
934240,0.19482669
934241,0.07601468
934242,0.15220836
934248,0.15387514
934249,0.096087344
934250,0.145686
934251,0.060379263
934252,0.1294212
934436,0.27436516
934437,0.23436928
934438,0.22212492
934439,0.1346823
934440,0.21317282
934441,0.19561848
934442,0.29837844
934443,0.10040241
934444,0.10869531
934445,0.1429371
934446,0.14258558
934447,0.20860273
934448,0.19004871
934449,0.12483725
934450,0.10958277
934452,0.012987961
934453,0.35234416
934454,0.27376622
934455,0.32798183
934456,0.22814474
934457,0.21443708
934458,0.20424467
934459,0.19980414
934460,0.28383908
934461,0.18160011
934462,0.17807712
934463,0.17807712
934464,0.17642632
934465,0.14943282
934466,0.1488562
934467,0.21889403
934468,0.14679062
934469,0.21889403
934470,0.1955869
934471,0.19322142
934472,0.19322142
934473,0.19175787
934474,0.19175787
934475,0.1247631
934476,0.12359788
934477,0.12359788
934478,0.123388596
934479,0.062625185
934480,0.062625185
934481,0.114911504
934482,0.12307132
934483,0.12307132
934484,0.12307132
934485,0.07581238
934486,0.12307132
934487,0.1835724
934488,0.18173715
934489,0.18204097
934490,0.12013993
934491,0.11987
934492,0.11690926
934493,0.20960306
934494,0.1767828
934495,0.17692855
934496,0.17692855
934497,0.17692855
934498,0.17692855
934499,0.17692855
934500,0.17692855
934501,0.17692855
934502,0.17692855
934503,0.17076862
934504,0.16967347
934505,0.16967347
934506,0.16967347
934507,0.16886282
934508,0.16886282
934509,0.16886282
934510,0.1627608
934511,0.16366449
934512,0.16366449
934513,0.16348504
934514,0.16391599
934515,0.16391599
934516,0.16391599
934517,0.16380988
934518,0.1597439
934519,0.1555039
934520,0.1555039
934521,0.1555039
934522,0.1555039
934523,0.1555039
934524,0.15758966
934525,0.15758966
934526,0.15758966
934527,0.15758966
934528,0.15758966
934529,0.15715958
934530,0.15715958
934531,0.15677382
934532,0.1530734
934533,0.1530734
934534,0.15262689
934535,0.15262689
934536,0.14932922
934537,0.14864574
934538,0.14864574
934550,0.03971995
934658,0.2573623
934659,0.20618579
934660,0.2707056
934665,0.13445874
934666,0.26018798
934667,0.25004885
934668,0.18978062
934669,0.12956055
934670,0.14595525
934671,0.17965698
934675,0.16063176
934680,0.14290962
934763,0.31624594
934764,0.2737221
934765,0.26077196
934766,0.13042375
934767,0.28703824
934768,0.1951502
934769,0.18156512
934770,0.1672191
934771,0.13971816
934773,0.14358516
934774,0.10540985
934775,0.13474931
934776,0.11206991
934777,0.11085303
934778,0.106866255
934845,0.025611047
934942,0.2755575
934943,0.23791817
934944,0.22130594
934945,0.20802838
934946,0.21073829
934983,0.048071213
935022,0.41401616
935023,0.31269512
935024,0.30182222
935025,0.17808893
935026,0.2835056
935027,0.18727504
935028,0.25178853
935029,0.24133351
935030,0.20962225
935031,0.20345825
935055,0.25635245
935056,0.1635355
935057,0.19394884
935058,0.20574395
935059,0.1166763
935060,0.17109156
935061,0.1406601
935062,0.1505798
935164,0.1816918
935165,0.16439407
935166,0.2467859
935167,0.14287774
935168,0.17774154
935169,0.1283746
935170,0.19505227
935171,0.20125848
935172,0.12467116
935173,0.0966424
935174,0.14473282
935175,0.07277145
935176,0.07599299
935177,0.078250624
935178,0.063958995
935179,0.07710058
935180,0.07461446
935181,0.066525914
935182,0.09356914
935183,0.06559405
935184,0.10039209
935185,0.06328833
935186,0.06358891
935187,0.05214087
935188,0.06295396
935189,0.052045397
935190,0.13120928
935191,0.13120928
935192,0.06256007
935193,0.06270655
935194,0.051810894
935195,0.06270655
935196,0.05120436
935197,0.057101067
935198,0.09624913
935199,0.0668672
935200,0.09556785
935201,0.06075522
935202,0.092597514
935203,0.05666841
935204,0.088698246
935205,0.056503505
935206,0.07769071
935207,0.05627985
935208,0.050354786
935209,0.05627985
935210,0.09428315
935211,0.07769071
935212,0.05627985
935221,0.09508029
935222,0.08587752
935223,0.06280592
935224,0.08921465
935225,0.07312713
935226,0.09008125
935227,0.08021441
935228,0.08438515
935229,0.051706105
935230,0.06864341
935231,0.046238966
935238,0.029841317
935240,0.021006102
935268,0.039804097
935526,0.22056761
935527,0.2065267
935528,0.19311203
935548,0.35898754
935549,0.2857734
935550,0.35138845
935551,0.33893895
935556,0.39669985
935557,0.22614509
935558,0.21263774
935559,0.20368353
935560,0.16445936
935561,0.15737794
935562,0.15737794
